,KHDRBS1,P4HA3,CMC1,DCAF5,cg01182099,ADAT3,cg01343313,SFT2D3,cg01588961,CPNE7,ARFIP1,cg02508651,cg02562604,cg02798848,cg03318900,C5orf32,ACBD6,BATF,CASZ1,cg04177251,GPATCH1,ADGRF1,cg04249191,cg04261367,FLJ46321,SH3BGR,LINC01512,ASB10,SCOC,cg04801273,TBCD_a,DNER,cg05550145,cg05612205,HEPACAM,TNPO2,MS4A6A,cg06493072,cg06590074,cg06781656,cg07537095,cg07617198,ELF3,cg07920321,TCF7_a,GLUL,GLIS3,cg08379332,cg08452095,BRSK2,MIR3074,LSP1,SLX4IP,JAKMIP3,SLC30A7,EYA2,cg09407967,NXN,cg09837088,RGS10,ZBTB4,cg10309000,ANXA5,COL18A1,LOC101927267,cg10512122,TNFAIP3,VWF,TMEM200B,cg11610831,CALHM3,VSTM1,cg13007843,cg13122415,MRPL23-AS1,cg13483774,cg13699428,KIF9,CUX1,BIN3,DEF6,TMED10,JAK1,TCF7_b,cg15818005,DAGLA,ZNF354B,cg16228798,KIAA0232,PCBD2,cg16606353,IL11,SNORD74,TMCC1,TBCD_b,ELAVL3,SORT1,LGALS8,cg17742165,ANXA13,cg18198670,TBX4,FAM69A,FAM131A,IL31RA,CHD7,C21orf82,cg18940929,NPC1,XRCC4,KRT78,NEK1,LOC388780,SFSWAP,SMOC1,cg20677278,LRRK1,SGK1,cg21139227,cg21339801,cg21376799,MYOF,cg21494760,EXOC3,ZIC2,cg21818901,cg21820281,cg21931115,NUFIP2,TENM2,RAP2B,CFAP45,STARD7,cg23423086,SSB,KDELR3,C19orf81,TPST1,cg23893830,PVT1,CDKN2C,RNF14,TMCO6,CYP19A1,cg24340935,CXCR5,GDPD4,FRMD4A,PHLPP1,cg24686050,cg24954221,cg25375589,EP400,NME5,ELF1,FAM20C,TCF7_c,SKI,CALHM1,cg26417132,MNAT1,cg27037013,ETV6,cg27164813,ATXN2,MYB
AD460,-7.828808265,-3.123108231,1.32356965,5.279019037,7.78468463,4.130623874,-7.542054727,2.103906996,2.336718269,-2.029822186,0.170945105,-7.458289155,0.573832151,1.287032194,2.346038993,-5.05831186,1.717396307,2.575176536,4.266668758,-0.912779947,-5.5051496,8.629309187,-0.049054152,-1.367477218,2.645785168,0.02037101,2.367435649,0.282975454,1.389747444,3.326971613,1.350994692,5.480597519,1.197658639,2.033697532,3.116094202,0.404496979,3.551553158,3.371783569,2.909164921,0.668272526,-3.174826659,2.474381743,2.253040173,2.134549606,-3.080693349,4.075496232,-4.88049336,2.797392703,2.036312364,3.891665225,1.617480107,-0.264007504,-1.505423027,1.702400356,-2.331936632,-4.628034058,3.07340236,1.625340898,2.848754591,1.31377398,1.147188156,-1.515325971,1.611574542,-1.52174249,0.765899137,1.759156441,0.185517227,-0.145685683,-2.188585125,-2.640910391,3.174397992,0.961037006,-3.749252347,4.31547558,4.7361535,2.764282255,1.507828883,-2.949966489,-0.252585192,1.525692043,-2.325009181,2.784134297,-1.953085621,-2.241622693,4.111652908,4.281102293,3.514224558,1.854796496,2.206868768,1.654138615,2.97120305,6.487948365,0.390573081,-4.432863565,-1.379346691,-4.499377792,0.790200977,1.155595287,0.012540012,6.162813311,-0.080455588,1.001489139,-5.40099871,-2.083034337,2.849252102,3.581217103,0.488663208,5.256614156,-0.527812555,7.580745625,1.54639312,1.829455283,0.75599046,0.794852788,0.418707395,0.507455755,3.213364821,-3.704882838,1.254895025,2.894261623,0.872088352,-10.79479817,8.964705823,3.550670587,-3.411945619,6.912904942,3.848373099,2.831154456,2.632034022,3.518739859,2.431888394,1.920867493,-3.944218635,5.392193748,0.729330314,-0.529564731,-3.048376629,2.603001704,2.01410496,-0.312592365,-6.029447996,-11.54567965,-3.882469923,1.656425521,-0.049307109,1.120080476,1.416984487,-0.226043143,3.456983088,1.336824559,0.084887901,2.785248612,4.350751722,0.246050113,0.899130937,0.318192636,-3.006444619,-1.378802121,0.029886677,1.686276294,0.537900633,0.739876684,-4.017349452,2.74862521,4.729999866,6.820827945
AD420,-9.259661373,-3.201503057,1.950975248,5.090361466,8.226231004,3.920595538,-8.790491935,1.860177074,2.243809372,-2.452750555,0.125546541,-7.154482421,0.813788205,1.357565884,2.706272061,-4.980878707,1.537538754,2.68814242,5.273198838,-0.578339731,-5.094691937,7.83855087,-0.264800866,1.339153454,2.779744815,0.27451947,2.134671953,0.206150826,1.571891091,2.708273317,1.318560953,5.683946058,0.833361884,2.153683529,3.073586968,0.520968193,4.00412129,3.233379013,2.816110542,0.614565006,-3.262309922,2.63504375,2.275613469,2.343605778,-3.575670005,3.443110018,-4.225305744,2.857511761,1.897060952,3.356382248,1.015770386,-0.263353688,-1.529767236,1.404545466,-2.364167411,-4.412678312,2.917317001,1.77272928,2.763432117,1.093179322,1.852865129,-1.537522292,1.954682299,-1.220408357,0.716761876,2.20680401,0.055360176,-0.334811109,-2.282838406,-3.211945297,3.074904243,1.21649874,-4.364498152,4.603359926,4.716623467,2.423354236,1.728130621,-3.467780226,-0.616295391,1.582974878,-2.423656809,3.310984818,-1.644772193,-2.72127797,3.614723748,4.349735656,4.062636383,1.946967641,2.509718407,1.946966108,3.055110538,7.082764025,-0.022620499,-4.455073936,-1.45399234,-4.654488662,1.798136871,1.131004975,0.128148272,5.805627157,0.294514611,0.551213196,-5.171392248,-1.622316943,3.52286825,3.61451991,0.479311057,4.17661772,-0.544239708,7.254504991,1.732179521,2.395196036,1.12390081,1.125783186,0.919297562,0.649168347,2.700087129,-4.858581133,1.295394643,3.110073295,1.017285226,-12.50931784,9.412847176,3.146447051,-3.722974648,6.795218197,3.940495628,3.07880536,3.109092014,2.929099539,2.642957728,1.779791114,-3.914719107,5.646809646,0.842845355,-0.317187407,-3.200129551,2.273596506,2.296822946,-0.461591144,-5.659988925,-11.90870306,-4.59096189,1.840131076,0.1950576,1.21052818,1.744884262,-0.356345097,3.542394776,1.806987681,-0.153570091,2.933938116,4.515359546,0.172655908,1.950572696,0.037516764,-3.058630269,-0.943543863,0.114755374,1.913967549,0.096479569,0.341586784,-3.83703121,2.371633655,3.577485491,7.50693099
AD395,-9.677360369,-3.007648612,1.261583677,5.315619573,9.088688381,4.037820077,-7.697092699,2.027655764,2.028956136,-2.340700687,-0.269882997,-7.510026478,0.441770163,1.416831443,2.014508695,-4.755537623,1.232578816,2.505468426,4.244931342,-0.672087867,-5.558783933,9.473012854,0.264988251,-0.482759102,1.658158113,0.377171842,2.396595563,0.270711606,1.71237793,2.71582701,0.783503347,6.185214427,1.262735336,2.774960959,3.15954386,0.554422782,3.490319942,3.75383271,2.844744555,1.370137411,-3.604879523,2.800112442,2.178940161,2.762943092,-3.241158272,4.121932588,-5.471920097,2.998873466,2.17940273,3.718009861,1.010375153,-0.397806515,-1.442331172,1.40268372,-2.174374003,-4.308205252,2.932731208,1.840688107,2.691125977,0.811526258,1.957975251,-1.35378411,2.009176324,-1.232158887,0.795882096,1.741743536,-0.00919593,0.354170387,-2.18756628,-3.618073847,3.341640649,1.103532318,-3.914009621,4.109801949,4.798942229,2.423575153,1.747203403,-3.114976665,-0.767655336,1.189763326,-2.495801942,3.179833433,-1.560740557,-2.602469643,3.88372195,4.031573101,4.291171918,2.049362015,2.014940881,1.430100593,3.159732093,6.903718033,-0.831762452,-5.063698358,-1.901862179,-4.833971009,1.86540878,0.345316905,0.246738533,5.575455251,-0.151468624,1.289590303,-4.737457126,-1.839258213,3.013103362,3.605686519,0.049701047,4.719499668,-0.314353327,7.219851025,1.491922393,1.719122554,1.182104351,1.064396595,0.703535057,0.665140015,3.200410031,-4.726821952,1.443435368,3.064921516,1.367793913,-12.93940872,9.580996897,3.398332651,-3.216623054,5.973426806,4.18944279,3.09395311,3.192954674,2.716549528,2.500448898,1.822850007,-5.493265488,5.720701225,1.243814282,-0.598350385,-3.03579432,2.392903992,2.561813508,0.281709563,-5.848606294,-10.98073142,-4.903027212,1.559701837,0.05683872,1.253339054,1.918944863,0.191536202,4.222057631,1.792081218,0.401994511,3.481298977,3.982246471,0.026252863,1.064041442,-0.677832939,-3.229703745,-1.210062407,0.231980234,1.418867003,0.543724183,0.280044297,-3.841175721,3.017370186,3.407165266,7.084047103
AD183,-8.434812085,-3.352440801,0.949985928,6.039321321,7.573080338,3.725465345,-8.297833629,1.693332496,1.801915151,-2.277036306,-0.01880142,-7.366934921,0.173096085,1.470421835,3.127379359,-4.7653553,1.939334877,2.403671385,4.609544096,-0.561558398,-5.316145918,9.685198652,-0.069503143,0.380526811,3.449835752,0.298302428,2.279744439,0.330561807,1.936858383,2.813674081,1.359508249,6.326676607,1.465861369,1.873958375,3.07856074,0.612851602,4.465933976,3.288700673,2.626647368,0.849949596,-3.321397907,2.606862981,2.083748475,2.378149113,-2.966207324,3.370841103,-5.517512011,4.159714138,1.886751176,3.527615942,0.912515807,-0.534117021,-1.940881837,1.302652426,-1.900438116,-4.498720939,3.047886087,1.468983857,2.657614282,1.271244449,2.123666293,-1.469830384,1.733518902,-1.700973149,0.633523438,1.511498107,0.024144043,0.200179306,-1.898094484,-4.334164199,3.129278921,0.655313769,-4.042092283,4.629079853,4.885296563,2.611254745,1.953946515,-2.864978427,-0.05234385,1.455302833,-2.312171497,2.994951547,-1.682662657,-2.425663952,4.107634288,4.210260542,4.320515763,2.148660185,2.644507397,1.347570574,3.360639048,6.413307719,0.034319034,-4.442700545,-1.322984178,-4.658083408,1.537501454,1.141020682,0.400086081,5.422000006,1.147506493,0.643591189,-5.799042155,-1.707101424,4.294071519,3.139849671,0.335082452,5.179696359,-0.398935072,7.940736353,1.555713563,1.755025827,0.63258486,0.327113269,0.636957439,0.440193142,2.712011228,-4.457356288,1.110693616,2.821510405,1.26935423,-11.48798793,9.4591374,2.837917152,-3.73251573,6.500431052,3.743035371,2.764382855,2.897071622,3.09487827,2.142088199,1.879625282,-4.78974217,5.098484428,1.4809754,-0.219661343,-2.583758873,2.276561691,2.410230466,0.009980423,-5.784356891,-12.2094545,-4.711645255,1.846150793,-0.069163821,0.96495665,1.628220133,0.267003228,3.954018429,1.423645379,-0.127813124,2.483932952,4.215426373,0.587903665,2.315243995,0.674016063,-3.351175874,-1.262451759,0.58936982,1.933603021,1.838703713,-0.225871171,-3.607896812,2.698981957,3.05449536,6.849162841
AD110,-9.702276163,-3.753889362,1.20934562,5.150711883,9.020864814,3.790900946,-7.890976433,1.403335585,2.65033953,-2.153416148,-0.012255655,-7.217509467,0.224918912,1.291849083,2.617275199,-4.707099125,1.541863301,2.248972485,4.161671097,-0.53456582,-4.896972474,9.378360754,0.38508702,1.869541827,2.016041103,0.350204363,2.227072166,0.505269634,1.301748599,2.689351901,1.304906397,5.364264913,0.71960896,2.003408712,3.212982246,0.446735248,3.591038786,3.473637924,2.649560423,1.204399812,-3.512406667,1.762197195,2.439964161,2.32450488,-2.855005733,4.496691937,-5.397749912,2.660747177,1.966645683,3.695027718,1.360809902,-0.515712647,-1.639826046,1.482251893,-1.798828777,-4.44288916,2.749984695,1.915081256,2.762372019,1.548759343,3.134518,-1.246560009,1.26838653,-1.578768668,0.660747167,1.388760262,0.204598737,0.150294014,-2.561823098,-5.023133811,2.782204263,0.873644977,-4.324749262,4.346435095,4.359906555,2.493421641,2.137086983,-3.393225599,-1.27087475,1.577446561,-2.529592512,2.71356333,-2.483222234,-2.360211664,4.128805532,4.407146977,4.835553987,1.549557912,1.249683952,1.501206265,2.53394511,6.726478452,-0.631677048,-4.795080332,-1.464798198,-4.526329855,1.309608575,0.619604551,-0.318836789,5.843843632,-0.140755846,0.887001904,-4.385291686,-3.352949594,2.578383886,3.171836238,0.705666822,4.393110856,-0.394515375,7.177297807,1.870723375,1.67170389,0.67701345,0.47219017,0.665294438,0.048030501,3.484363906,-3.647937509,1.259810021,2.561258874,1.791208483,-11.47309302,10.0529868,3.651868789,-3.209920673,6.786749113,3.529309514,2.580917259,2.294488458,2.996503643,1.995036524,1.87750015,-4.420948753,5.302488203,0.957506626,-0.264990292,-2.883060657,2.669217661,1.860633759,0.589958765,-5.497761214,-11.20825998,-4.220525343,1.600828856,-0.623191438,1.150482422,0.758360677,-0.577808995,3.469714861,0.964117695,0.472865596,2.64828631,4.01770614,0.068026221,1.188739736,0.1272439,-2.857038535,-0.771223782,-0.354399395,1.153824279,1.287303353,0.610526448,-3.3638564,2.846636413,3.447652636,6.62338474
AD243,-8.558176372,-3.44676051,0.772091218,5.685729958,8.287484123,3.643385534,-7.96491968,1.896474346,2.022604232,-2.294285789,0.415294461,-7.263481141,0.534151978,1.359751109,2.439223942,-4.806795105,1.49126978,2.430396078,4.22077945,-0.518806763,-5.232117294,10.5284437,0.250311506,-0.926846765,2.532354156,0.586012364,2.270441238,0.211023238,1.836780465,2.586827923,1.229108241,5.993536922,1.038680671,1.712317069,3.254578066,0.567836549,4.141211481,3.465094036,2.52070919,0.771128224,-2.998086645,2.450695607,2.143537452,2.527789588,-3.246968454,4.049540745,-4.697082957,3.108044574,2.091580217,3.419303605,1.287315423,-0.531227255,-1.607547542,1.664926691,-2.375815064,-4.577347894,2.771762849,1.604826967,2.991165172,1.383732741,2.069509459,-1.388705074,1.692173977,-1.632849403,0.589539995,2.011952454,-0.264210736,-0.067234703,-2.570667397,-2.967032237,3.173071768,1.009328647,-3.744266031,4.111166075,4.305720945,2.805799333,1.401475728,-3.10467206,-0.892680335,1.568531554,-2.24902856,2.974857407,-2.284803803,-2.532395435,3.566646903,4.09865353,4.311947646,1.980606932,2.075472691,0.814279008,3.014759443,6.650126718,0.162233173,-4.344248432,-1.522237492,-4.592935595,1.465970181,0.858457454,-0.12425393,6.07738666,-0.684067747,0.744451698,-5.020754764,-2.301275945,3.726479837,3.565268741,0.554035999,4.695764519,-0.552211629,7.700187781,2.018887538,1.561866554,0.976332747,0.8867306,0.867362173,-0.001995745,3.27566256,-4.538523734,1.247785174,2.828602035,1.138620383,-11.83710597,9.143948708,3.458881618,-3.221262786,7.163943688,3.881849682,3.00287954,3.324006196,3.071499589,2.41870825,1.884736161,-4.291113399,5.771924779,0.544242664,-0.364732905,-3.301095644,2.697992315,2.349564607,-0.215862846,-5.906840483,-13.17136988,-4.035715289,1.8516114,-0.665433336,1.145437632,1.237883435,-0.521104203,3.972204896,1.834514767,0.063388987,2.700822934,4.244174815,0.184028031,0.965383381,-0.046643012,-3.318996009,-0.90837472,0.014225561,1.636942086,0.128373139,0.737210951,-3.692573559,2.947549473,3.51566416,6.902567285
AD112,-8.950469716,-2.618739896,1.779340729,5.712552028,7.926172681,3.908525062,-7.85994243,1.76991364,2.265711412,-2.101107969,0.514574367,-6.880369188,0.276748535,1.384241191,2.669551676,-4.989628781,1.469902682,2.107738471,5.684067867,-0.608504639,-5.58623956,8.441519406,0.050239283,2.110132197,1.897654436,0.261709718,2.176927374,0.268385275,1.560547354,2.992928027,1.278928883,5.941186686,1.6378895,2.545397017,3.003318616,0.715879393,3.748494412,3.442050038,2.847488206,0.472095914,-3.793334662,2.4697272,2.055080184,2.425539368,-3.10455659,3.990308963,-4.993166911,3.187303327,2.084255553,3.386820974,1.5454427,-0.519056487,-1.587326565,1.332453561,-2.179370242,-4.611479436,3.084198621,1.785649134,2.648070202,1.180596716,1.347923267,-1.633730185,1.631643023,-1.287180282,0.55646143,1.730758967,0.378960261,0.246010119,-2.081198513,-4.040023544,3.302038855,0.987819204,-4.428076546,4.801100937,5.179418978,2.746486739,1.668441078,-3.770501649,-0.335553363,1.405878094,-2.631611899,3.37129353,-2.000643175,-2.441319769,4.391920278,4.316493751,3.992799586,1.909785498,2.495986695,1.258915192,3.291917151,6.986122024,-1.072656552,-4.808302925,-1.338979765,-4.773976059,1.713696688,0.99592469,0.521662257,5.675090356,-0.274099015,1.006747498,-5.240300913,-1.547807919,3.251549433,3.605721867,0.075515886,5.351554476,-0.370934775,8.225114447,1.433210018,1.752933303,1.000643996,0.680800878,0.729274942,0.552344197,3.035805826,-4.215153423,1.154419915,3.020414363,1.076328607,-11.52752074,9.60237312,3.318254942,-3.450682003,6.355144788,3.934756346,2.952999136,3.036680341,2.921372466,2.369193534,1.859698505,-3.930319408,6.042484442,1.528213062,-0.588715747,-3.177261713,2.825901313,2.762914329,0.130559327,-6.083676642,-11.53570698,-4.258929134,1.182839381,-0.04771596,1.125452403,1.588357492,0.252903371,3.660368064,1.511038158,0.092548605,3.102235629,3.583172628,0.091176265,1.07459923,-1.970792041,-3.148829841,-0.864130912,0.360856358,1.498301307,0.591924573,0.234692265,-3.89292637,2.842822316,3.186281133,7.029858915
AD127,-8.983029676,-3.511400042,0.94737375,5.36112747,7.973142686,4.05074873,-7.331641021,1.680584351,2.209820659,-2.16122299,-1.145967998,-7.090684943,0.570008085,1.422869199,2.530981304,-5.143085486,1.794882481,2.329151556,4.517093265,-0.616964577,-5.446903189,8.62889379,-0.138776525,-1.393810145,2.118369221,0.318843853,2.163757135,0.42333196,1.606082747,2.825176932,1.486105094,5.697531328,1.08967006,2.187362666,3.355931154,0.11953729,3.798014573,3.227817555,2.776205683,1.375572606,-3.23912302,2.389887573,2.416228791,2.573288921,-3.203632428,3.554797682,-3.802417419,2.567780233,1.724263323,3.935475964,0.800283813,-0.605567691,-1.700349133,1.439789963,-2.242318881,-4.246792122,2.870890147,2.103692454,2.812422978,1.395335891,1.685625764,-1.46338398,1.882917579,-1.112643478,0.749337342,1.533802616,0.01483142,-0.090881415,-2.202458348,-4.690150499,3.025008776,1.16002427,-4.201075735,4.361810306,4.847668765,2.613505463,1.191965322,-3.379615259,-0.344239704,1.941423227,-2.516337959,3.182643333,-1.613180553,-2.42321711,4.292383656,4.362842654,3.420158543,1.702269829,2.326164274,1.841086611,2.778608354,6.510206223,0.811140539,-4.712092537,-1.391893453,-4.575418449,1.338564532,0.944040162,0.066526944,5.976864879,-0.431530831,1.094944789,-4.910530642,-1.981349691,3.122552996,3.448037278,0.449739107,4.918877004,-0.205660556,7.050950536,1.61579224,1.861877147,0.886255371,0.689934783,0.591366838,0.559063327,2.939768701,-3.900920591,1.364474433,2.909393436,1.435050422,-11.92987708,9.366703266,3.117741988,-3.5317097,6.166281626,4.06824175,3.241478815,2.70655768,3.676826596,2.252662458,1.97547421,-3.911767194,5.27428905,0.845571981,-0.345093553,-3.18004069,2.293605398,2.133639307,0.027951486,-5.848932283,-10.92691338,-4.424412916,1.991385836,0.251218064,1.154536594,1.651135907,0.160418111,3.785405997,1.478468772,0.012517123,2.940724776,4.309597857,0.290627155,1.135372442,0.636582007,-3.181068755,-1.234936759,0.256681133,1.22028936,1.511784281,0.256079463,-3.959914758,2.816457425,4.019862282,6.929520714
AD456,-8.396067784,-3.606413102,1.024188809,4.82458948,9.094695817,3.922946451,-8.168174241,1.892119951,2.228881099,-2.086562381,-0.628649388,-7.463889506,0.535663814,1.272148889,2.123062011,-4.783096769,1.68411806,2.688357125,4.295992626,-0.664471472,-5.233809953,8.060663664,0.01813255,-0.640979212,2.330173674,0.134068722,2.349349763,0.359888932,1.596428599,3.314235568,1.20475426,5.887702689,0.860595348,2.280837105,3.061758081,0.551710885,3.407537915,3.838866254,2.75447699,1.005255977,-3.244067122,2.748764495,2.49362624,2.449637469,-3.299973807,3.577248592,-4.927369031,2.873502589,2.102318457,3.551052013,0.923647167,-0.382952193,-1.613340328,1.650131879,-2.255299971,-4.332872551,3.080551467,1.811326786,2.765341408,1.24305373,3.311817913,-1.288975478,1.719234283,-1.318356425,0.70203994,1.82402307,0.01974056,-0.231799062,-2.088819732,-4.254027452,3.143526807,1.082570604,-4.226846034,4.916325476,3.761954762,2.529516884,1.446255452,-2.871161768,-1.220945056,1.542194472,-2.278937251,3.216885675,-1.63719992,-2.632109276,3.771479235,4.106083236,4.263005364,2.081069423,2.361243045,1.279545322,2.797107227,6.849950384,0.881337903,-4.684916861,-1.492573927,-4.785034852,2.079416308,1.272361503,-0.078447949,5.673586483,0.357416505,0.884405877,-5.48692748,-2.144418614,3.377923947,3.182258687,0.703889894,4.526746039,-0.212732796,7.371747443,1.570483272,2.245774378,0.834422092,0.895544638,0.583953536,0.602056033,2.94514902,-4.515496402,1.254822496,2.915939641,1.007804881,-12.07038587,10.25555012,3.459759606,-3.236927203,6.529630846,3.833076046,2.987499708,2.461252048,3.084298312,2.189586865,1.969101998,-4.884558922,5.090557581,0.755699468,-0.263351308,-2.809314907,2.454944203,1.963330871,-0.121833476,-5.563930093,-10.99292367,-5.173167501,2.133529733,-0.292113951,1.226440595,1.402517967,0.053707449,3.400519244,1.513396877,0.22680723,3.038511679,3.860820593,0.145556311,1.692647044,0.719894522,-2.990688303,-1.503065417,0.086409738,1.376340171,0.645273221,0.289565051,-3.341643425,2.59593957,2.697634746,6.653617021
AD371,-8.513455845,-2.81388537,1.458899652,5.126915604,7.681060357,3.672290008,-8.588106567,1.712521377,1.997640526,-2.499635246,0.294861601,-7.383021279,0.354025645,1.332496928,2.491630198,-5.263773647,1.785983586,2.391698464,4.446845963,-0.565717178,-5.351532508,9.13864331,0.209740467,2.112956429,2.595077675,-0.002539915,2.225456708,0.258972597,1.619209125,2.772851701,0.956413878,6.253646516,1.204842157,2.467630742,2.987336235,0.899713489,3.85677765,3.565735373,2.514282734,1.282763606,-3.701850162,2.559693562,2.320182357,2.473273299,-3.138256226,3.707139938,-6.000072187,3.142491307,2.279952936,3.596861919,1.25406632,-0.539622883,-1.846185722,1.478933862,-2.589278581,-4.731823505,3.029992271,1.653187918,2.749153624,0.785215716,1.844359793,-1.699480371,1.938078974,-1.254563911,0.540377804,1.86560764,-0.17485207,0.459636286,-2.354673596,-4.101354322,3.087724194,1.050341113,-4.190671956,4.44130742,4.732124078,2.573479876,1.23036777,-2.966275487,-0.384233547,1.398609465,-2.335242114,2.99590592,-2.148629079,-2.792596532,3.926668316,4.10405829,4.009135199,1.998248994,2.433041965,1.237023923,3.211592687,6.946503783,-0.724085328,-4.661434562,-2.325826599,-4.664470655,1.598470938,1.13698243,0.405320404,5.517008737,-0.043076212,0.936944164,-4.98286983,-1.113137997,2.962182547,3.590246489,-0.017699133,4.525189669,-0.599845553,8.142935153,1.355928258,1.808600234,0.987564356,0.533930806,0.931724057,0.29909436,2.779920112,-3.880376106,1.180241069,2.761492389,1.204722465,-12.41965588,8.731540699,3.077696647,-3.867080655,7.255112711,3.748391255,2.974041471,3.0377537,2.670249191,2.30757652,1.872183603,-4.542729141,5.789063963,1.240903751,-0.611134269,-3.06298628,2.43768867,2.198341625,-0.201351307,-6.26650434,-12.5644106,-4.27567763,1.462186961,0.230367057,1.27762904,1.194396561,0.303302607,3.800007856,1.709925355,0.223625961,3.027167501,4.10651865,0.29044242,1.902031305,0.175790214,-3.630420749,-0.966323883,0.053416638,1.290220458,0.832098602,0.134933191,-3.590313575,2.95335516,2.658314516,7.295281112
AD176,-9.73587876,-3.091934221,1.923728794,5.450960498,8.170364221,3.530477593,-8.537833059,1.782775579,1.948293735,-2.282654863,1.170190644,-7.548417421,0.560970224,1.305573692,2.646545862,-4.840562915,1.824886611,2.167732413,4.755751343,-0.789219704,-5.505709995,9.206415495,-0.02850721,2.223661566,2.560382175,-0.224304886,2.473714852,0.275293654,1.625253624,2.764320188,1.059064185,5.783565946,0.824314898,2.175413505,3.361554142,0.305400581,3.697830789,3.448779573,2.534040783,0.561890574,-3.384819023,2.649971629,2.034069276,2.185795332,-3.161365506,3.617234691,-4.248131285,2.962737629,2.131652757,3.569847227,1.424021445,-0.546031787,-1.776518609,1.493746921,-2.236398188,-4.22648559,2.969155783,1.509787878,2.648180361,1.029121057,1.559950679,-1.537091497,1.599299328,-1.616725576,0.754282113,1.756881702,0.123766962,0.142844071,-2.184577755,-3.609423042,3.398593333,1.074415345,-4.512684238,4.365103006,5.235443281,2.50105943,1.421296494,-3.488547522,-0.918838757,1.518424417,-2.326855121,3.359326934,-1.728143786,-2.378022379,3.85656495,4.148706432,5.248457511,1.868841057,2.172699229,1.181373736,3.031197229,7.42227503,0.828003485,-4.665728574,-1.513969572,-4.337267336,1.6373959,1.090937846,-0.082314741,5.662096814,0.502575649,0.911883628,-5.418820673,-2.135663722,3.515161426,3.66854529,0.253163571,4.974433886,-0.552403737,7.724348268,1.489290672,1.913301523,0.889448529,0.712288121,0.763649936,0.3283927,2.686706249,-3.652014005,1.120628597,2.916375223,1.373319847,-11.54562587,9.049015517,3.193850014,-3.320245721,6.457008734,3.994569759,3.113600322,2.833107227,2.964654559,2.350035687,1.859300082,-4.771270202,5.579738611,0.923600696,-0.183924251,-2.661642112,2.347911544,2.122340125,0.255579047,-5.534202381,-11.93428895,-3.885922226,1.650200745,-0.157263055,1.09814715,1.633751982,-0.25080538,3.808460749,1.568309365,0.108198128,2.790818047,3.927591893,-0.08571801,1.766415953,-0.240691077,-3.047668202,-1.267873254,0.293623205,1.917648854,0.736943286,0.154905254,-4.064433206,2.60319481,3.320471433,7.480776436
AD155,-8.241269415,-3.698129093,1.087425246,5.440493398,8.34672219,4.051369513,-7.690738703,1.847802606,2.594200375,-2.281524383,-0.111341561,-7.357628426,0.348538132,1.446195782,2.590910892,-4.706345732,1.460035646,2.349135488,4.917932577,-0.742513145,-5.63566167,8.723217517,0.176658914,-1.411151502,2.193083138,0.600311346,2.252624598,0.464085017,1.50614966,3.18345181,1.094814327,5.710816249,0.999542507,2.127871203,3.176585256,0.579108723,3.922005411,3.526907291,3.119171582,1.175839412,-3.413448419,2.284105986,2.41146217,2.026230428,-3.093132556,3.604034069,-5.254839012,2.694513423,1.802357943,3.925243661,0.997482372,-0.533283361,-1.448455231,1.61661723,-1.90007691,-4.443738075,3.02367112,1.757555441,3.008994302,1.747038957,2.38206532,-1.031429262,1.798185453,-1.350884018,0.777298416,1.660824515,0.169795261,-0.179924998,-2.274755451,-3.535843384,3.254200581,0.840122568,-3.971389464,4.664620177,4.994823208,2.534126986,1.333013352,-3.192152496,-0.841354513,1.351099567,-2.361234648,3.035845408,-1.886811877,-2.38318124,3.94547729,4.348024636,4.017113025,1.895349341,2.127367695,1.483946401,3.42412654,6.441136015,-0.642196428,-4.592503388,-1.63083742,-4.417827264,1.466672031,0.991262797,0.244905446,5.680825698,0.286225863,0.719043331,-4.393351462,-1.910540822,3.53670118,3.452813688,0.347548719,4.955843039,-0.350167799,7.616745205,1.642166964,2.078506401,1.000297283,0.545929354,0.25527004,0.17134053,3.642258115,-4.73831175,1.406237154,2.984720145,1.094745565,-11.61315987,10.09860343,3.486976901,-3.190011531,6.047854778,3.706166484,2.976284255,2.852795215,3.74985484,2.305763846,1.940054818,-3.2931302,5.155654815,0.81733698,-0.247185458,-3.245856394,2.909030499,2.356443966,0.085095603,-5.831858796,-12.00573177,-4.847018702,2.188806861,-0.54021101,1.11995959,1.530199039,0.096003273,3.542401363,1.295432248,0.19847622,2.58412366,4.724699033,0.04736174,1.119137491,-0.052098279,-2.852875206,-0.979318756,0.311343374,1.340893601,1.154107595,0.856374095,-3.589596173,2.83346825,2.984512236,6.692150472
